Player,FG36,FGA36,threesMade36,threesAttempted36,twosMade36,twosAttempted36,FT36,FTA36,ORB36,DRB36,TRB36,AST36,STL36,BLK36,TOV36,PF36,PTS36
Alex Abrines\abrinal01,4.6,11.6,3.2,8.4,1.4,3.2,1.5,1.7,0.6,2.3,2.9,1.4,1.3,0.3,1.1,3.9,13.9
Quincy Acy\acyqu01,4.5,11,2.4,5.8,2.1,5.2,2.9,3.9,1.3,6.1,7.4,1.2,0.9,1,1.4,4.3,14.3
Steven Adams\adamsst01,5.6,9.9,0,0,5.6,9.9,2.4,3.9,4.2,5,9.2,1.3,1.3,1.2,2.2,2.9,13.6
Arron Afflalo\afflaar01,4.2,9.6,1.4,3.4,2.8,6.1,1.9,2.1,0.2,2.6,2.8,1.8,0.5,0.1,1,2.4,11.7
Alexis Ajinca\ajincal01,5.5,11,0,0.2,5.5,10.7,1.8,2.5,2.8,8.1,10.9,0.7,1.2,1.4,1.9,4.7,12.8
Cole Aldrich\aldrico01,3.1,5.8,0,0,3.1,5.8,1,1.5,3.5,7.3,10.7,1.7,1.7,1.6,1.2,5.8,7.1
LaMarcus Aldridge\aldrila01,7.7,16.2,0.4,0.9,7.4,15.3,3.4,4.2,2.7,5.4,8.1,2.1,0.7,1.4,1.5,2.4,19.2
Lavoy Allen\allenla01,3.2,6.9,0,0,3.2,6.9,1,1.4,4.3,4.7,9.1,2.4,0.7,1,1.2,3.2,7.3
Tony Allen\allento01,5.2,11.2,0.3,1,4.9,10.2,1.5,2.4,3.1,4.2,7.4,1.8,2.2,0.5,1.9,3.3,12.1
Al-Farouq Aminu\aminual01,3.7,9.5,1.4,4.3,2.3,5.2,1.9,2.8,1.6,7.6,9.2,2,1.2,0.9,1.9,2.1,10.8
Chris Andersen\anderch01,2.8,6.9,0,0.9,2.8,6,3.2,4.4,2.8,6.9,9.8,1.6,1.6,2.2,1.6,6.3,8.8
Alan Anderson\anderal01,3.5,9.4,1.6,5.1,1.9,4.2,1.4,1.9,0.4,2.5,2.8,1.3,0.4,0,0.8,4.1,10.1
Justin Anderson\anderju01,5.5,12.9,1.7,5.7,3.8,7.2,3,3.8,2,5.2,7.2,1.9,1.2,0.7,1.9,3.2,15.6
Kyle Anderson\anderky01,3.3,7.4,0.5,1.4,2.8,6,1.6,2,1.2,6.2,7.3,3.2,1.8,0.9,1.4,2.2,8.7
Ryan Anderson\anderry01,5.5,13.2,3.5,8.6,2,4.5,2.2,2.6,1.9,3.7,5.6,1.2,0.5,0.2,0.9,2.4,16.7
Giannis Antetokounmpo\antetgi01,8.3,15.9,0.6,2.3,7.7,13.7,6,7.7,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2
Carmelo Anthony\anthoca01,8.5,19.7,2.1,6,6.4,13.7,4.3,5.2,0.9,5.3,6.2,3,0.9,0.5,2.2,2.8,23.5
Joel Anthony\anthojo01,3,4.7,0,0,3,4.7,1.5,2.4,2.4,6.8,9.1,0.9,0.6,1.8,1.2,3.2,7.4
Trevor Ariza\arizatr01,4.2,10.4,2.5,7.2,1.8,3.2,1.2,1.6,0.7,5.2,5.9,2.3,1.9,0.3,0.9,1.7,12.2
Darrell Arthur\arthuda01,5.4,12.1,3,6.6,2.4,5.5,1.1,1.2,1.4,4.9,6.3,2.4,1.1,1.2,2,4.3,14.8
Omer Asik\asikom01,2.3,4.9,0,0,2.3,4.9,1.7,2.9,3.6,8.6,12.2,1.1,0.4,0.7,1,3.8,6.3
D.J. Augustin\augusdj01,4.6,12.1,2.2,6.4,2.3,5.7,3.1,3.8,0.4,2.4,2.7,4.9,0.7,0,2.1,2.4,14.4
Luke Babbitt\babbilu01,3.8,9.5,2.9,7.1,0.9,2.4,0.4,0.5,0.4,4.4,4.8,1.2,0.7,0.4,0.8,4,11
Ron Baker\bakerro01,3.4,9.1,1,3.6,2.5,5.5,1.2,1.8,0.5,3.6,4.1,4.5,1.4,0.3,2.4,3.1,9
Wade Baldwin\baldwwa01,3.2,10.2,0.3,2,2.9,8.3,2.8,3.3,1,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4
Leandro Barbosa\barbole01,6.4,14.7,1.3,3.7,5.1,11,1.5,1.7,0.6,3.3,3.9,3,1.2,0.3,1.8,3.1,15.7
J.J. Barea\bareajo01,6.6,16,2.5,6.9,4.2,9.1,2.1,2.4,0.4,3.5,3.9,9,0.7,0,2.9,1.4,17.8
Harrison Barnes\barneha02,7.7,16.4,1,2.9,6.7,13.6,3.1,3.6,1.2,3.9,5.1,1.5,0.8,0.2,1.3,1.6,19.5
Matt Barnes\barnema02,3.7,9.6,1.8,5.3,2,4.3,1.4,1.8,1.4,6.4,7.8,4,1,0.5,2.2,3.7,10.7
Will Barton\bartowi01,6.2,14.1,1.8,5,4.4,9.1,3,4,1.2,4.2,5.5,4.3,1,0.6,2,2.3,17.3
Brandon Bass\bassbr01,6.7,11.6,0.1,0.2,6.6,11.4,4.8,5.5,2.7,5.4,8,1.3,0.9,0.7,1.8,2.8,18.2
Nicolas Batum\batumni01,5.4,13.4,1.9,5.6,3.5,7.8,3.3,3.9,0.6,6,6.6,6.3,1.2,0.4,2.7,1.5,16
Jerryd Bayless\bayleje01,5.6,16.2,1,2.5,4.6,13.7,4.6,5.1,1.5,4.6,6.1,6.6,0,0,4.6,2,16.7
Aron Baynes\baynear01,4.4,8.6,0,0,4.4,8.6,2.4,2.9,3.4,6.9,10.3,1,0.5,1.2,1.5,5.1,11.3
Kent Bazemore\bazemke01,5.4,13.2,1.7,4.9,3.7,8.3,2.2,3.1,0.8,3.4,4.2,3.2,1.7,1,2.3,3,14.7
Bradley Beal\bealbr01,8.5,17.7,3,7.4,5.6,10.3,3.8,4.6,0.7,2.5,3.2,3.6,1.1,0.3,2.1,2.3,23.9
Malik Beasley\beaslma01,7.2,15.9,2,6.1,5.2,9.8,1.7,2.2,1.1,2.6,3.7,2.4,1.5,0,1.7,2.2,18.1
Michael Beasley\beaslmi01,8.3,15.6,0.7,1.7,7.6,14,3,4,1.5,5.9,7.4,2,1,1,2.5,3.5,20.3
Marco Belinelli\belinma01,5.3,12.5,2.1,5.7,3.3,6.7,3,3.4,0.3,3.3,3.6,3,0.9,0.2,1.4,1.8,15.8
DeAndre' Bembry\bembrde01,4.6,9.5,0.1,1.7,4.5,7.8,0.6,1.6,1.4,4.4,5.7,2.7,0.8,0.5,1.6,2,9.8
Dragan Bender\bendedr01,3.6,10.1,1.8,6.3,1.8,3.8,0.3,0.7,1.4,5,6.5,1.4,0.6,1.4,2,4.6,9.2
Anthony Bennett\bennean01,5.2,12.5,1.8,6.5,3.4,6,3.5,4.9,3.4,7.2,10.6,1.6,0.7,0.4,1.6,2.5,15.7
Ben Bentil\bentibe01,0,10.8,0,3.6,0,7.2,0,0,0,7.2,7.2,0,0,0,3.6,3.6,0
Davis Bertans\bertada01,4.6,10.4,3.1,7.7,1.5,2.7,1.2,1.5,1,3.4,4.4,2,0.9,1.2,1.4,3.3,13.5
Patrick Beverley\beverpa01,4,9.5,1.9,5,2.1,4.5,1.3,1.7,1.7,5.2,6.9,4.9,1.7,0.4,1.7,3.9,11.2
Bismack Biyombo\biyombi01,3.6,6.8,0,0,3.6,6.8,2.5,4.7,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7
Nemanja Bjelica\bjeline01,4.6,10.8,1.7,5.4,2.9,5.4,1.4,1.8,1.7,5.7,7.4,2.4,1.2,0.6,1.8,4.7,12.2
Tarik Black\blackta01,4.9,9.7,0,0.1,4.9,9.6,2.7,3.6,4.8,6.6,11.3,1.3,1,1.5,1.9,5.7,12.6
Eric Bledsoe\bledser01,7.4,17.1,1.7,5.1,5.7,12,6.4,7.6,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23
Bojan Bogdanovic\bogdabo02,6.5,14.6,2.5,6.8,4,7.8,3.8,4.2,0.6,4.1,4.8,1.9,0.6,0.1,2.3,2.5,19.2
Andrew Bogut\bogutan01,2.3,5,0,0.1,2.3,4.9,0.2,0.7,3.5,10,13.5,3,0.8,1.5,2.7,5.3,4.9
Joel Bolomboy\bolomjo01,6.1,10.9,0.7,2.7,5.4,8.2,2,4.1,2.7,8.8,11.5,1.4,0.7,1.4,1.4,0.7,14.9
Devin Booker\bookede01,8,18.9,1.9,5.3,6.1,13.5,4.8,5.8,0.6,2.7,3.3,3.5,0.9,0.3,3.2,3.2,22.8
Trevor Booker\booketr01,6.3,12.1,0.5,1.6,5.7,10.5,1.5,2.3,2.9,8.8,11.7,2.8,1.5,0.6,2.6,3.1,14.6
Avery Bradley\bradlav01,7,15.2,2.1,5.4,4.9,9.8,1.3,1.8,1.3,5.3,6.6,2.4,1.3,0.2,1.7,2.8,17.5
Corey Brewer\breweco01,4.1,9.8,0.8,3.3,3.4,6.5,1.4,1.9,0.9,3.8,4.7,2.7,1.7,0.6,1.5,3.7,10.4
Malcolm Brogdon\brogdma01,5.3,11.5,1.4,3.5,3.9,8,2,2.3,0.9,3,3.9,5.8,1.5,0.2,2.1,2.5,13.9
Aaron Brooks\brookaa01,4.9,12.1,1.9,5.2,2.9,6.9,1.3,1.6,0.7,2.1,2.8,5,1,0.4,2.7,3.7,13
Anthony Brown\brownan02,4.1,11.3,1.6,6.1,2.5,5.2,0,0,1.8,5.7,7.5,1.8,1.1,0.2,1.4,3.4,9.7
Bobby Brown\brownbo02,6.7,17.6,4.1,10.2,2.6,7.3,0.6,0.6,0,1.8,1.8,4.1,0.3,0,1.5,1.5,18.1
Jaylen Brown\brownja02,5.2,11.4,1.2,3.6,3.9,7.7,2.3,3.3,1.2,4.7,5.9,1.7,0.9,0.5,1.8,3.8,13.8
Nicolas Brussino\brussni01,3.6,9.7,2,6.6,1.6,3.2,1.2,1.5,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3,10.4
Reggie Bullock\bullore01,4.2,9.9,2.2,5.6,2,4.2,0.4,0.5,1,3.9,4.9,2.2,1.4,0.2,0.8,1.7,10.9
Trey Burke\burketr01,5.9,13.1,1.6,3.6,4.4,9.5,1.1,1.5,0.4,2,2.4,5.1,0.6,0.3,2.5,2.8,14.6
Alec Burks\burksal01,5.5,13.7,1.4,4.2,4.1,9.5,3.3,4.3,0.9,5.7,6.6,1.7,1,0.3,1.9,2.8,15.6
Jimmy Butler\butleji01,7.3,16,1.2,3.2,6.1,12.9,7.5,8.7,1.7,4.4,6,5.3,1.8,0.4,2,1.4,23.3
Bruno Caboclo\cabocbr01,5.4,14.4,1.8,5.4,3.6,9,0,0,4.5,4.5,9,3.6,1.8,0.9,1.8,3.6,12.6
Jose Calderon\caldejo01,3.7,8.9,1.3,4.3,2.3,4.7,0.7,0.8,1,3.9,4.9,5.9,0.7,0.1,2.7,2.4,9.4
Kentavious Caldwell-Pope\caldwke01,5.3,13.2,2.2,6.2,3.1,7,2.2,2.6,0.8,2.7,3.5,2.7,1.3,0.2,1.2,1.7,14.9
Isaiah Canaan\canaais01,3.8,10.5,1.5,5.7,2.3,4.8,1.8,2,0.4,2.7,3,2.3,1.3,0.1,1.3,2.1,11
Clint Capela\capelca01,8.4,13.1,0,0,8.4,13.1,2.2,4.1,4.1,8.1,12.2,1.5,0.8,1.8,2,4.2,19
DeMarre Carroll\carrode01,4.2,10.5,2.1,6.1,2.1,4.4,1.7,2.2,1.2,4.1,5.3,1.4,1.5,0.5,1,2.7,12.2
Vince Carter\cartevi01,3.9,9.8,2.2,5.9,1.6,3.9,1.8,2.3,0.7,3.8,4.5,2.7,1.2,0.7,1,3.3,11.7
Michael Carter-Williams\cartemi01,4.8,13,0.6,2.7,4.1,10.3,2.5,3.3,1,5.5,6.5,4.8,1.6,1,2.8,4.3,12.6
Omri Casspi\casspom01,4.3,9.2,0.8,2.4,3.5,6.8,1,1.6,1.5,4.8,6.3,2.1,1.3,0.2,1.6,2.8,10.4
Willie Cauley-Stein\caulewi01,6.5,12.2,0,0.1,6.5,12.1,2.6,3.8,2.2,6.4,8.6,2,1.3,1.1,1.7,3.7,15.5
Tyson Chandler\chandty01,4.2,6.3,0,0,4.2,6.3,2.5,3.4,4.2,10.7,14.9,0.8,0.9,0.7,1.8,3.5,11
Wilson Chandler\chandwi01,7.1,15.4,1.8,5.3,5.3,10,2.3,3.2,1.7,5.8,7.5,2.3,0.8,0.5,1.9,2.8,18.3
Marquese Chriss\chrisma01,5.9,13.1,1.5,4.6,4.4,8.4,2.3,3.7,2,5.2,7.2,1.2,1.4,1.4,2.2,5.4,15.6
Rakeem Christmas\chrisra01,3.1,7.1,0,0,3.1,7.1,3.5,4.8,4.3,4.9,9.2,0.7,0.5,1,1.3,6.1,9.7
Semaj Christon\chrisse01,2.8,8.3,0.4,2.3,2.4,5.9,0.6,1.1,0.7,2.5,3.2,4.8,1,0.3,1.6,2.9,6.8
Ian Clark\clarkia01,6.7,13.7,1.9,5.2,4.7,8.5,1.4,1.8,0.7,3.1,3.8,2.8,1.2,0.3,1.7,2.4,16.7
Jordan Clarkson\clarkjo01,7.2,16.1,1.8,5.3,5.4,10.7,2,2.5,0.7,3,3.7,3.2,1.3,0.1,2.5,2.3,18.1
Norris Cole\coleno01,4.6,15,0.9,3.7,3.7,11.2,2.3,2.9,0,3.2,3.2,4,2.3,0,2,5.2,12.4
Darren Collison\collida01,5.9,12.5,1.3,3.1,4.7,9.4,2.6,3,0.4,2.3,2.7,5.4,1.2,0.2,2,2.1,15.7
Nick Collison\collini01,3.9,6.5,0,0.3,3.9,6.2,1.4,2.3,2.5,6.2,8.7,3.4,0.6,0.6,1.1,4.8,9.3
Mike Conley\conlemi01,7.3,15.8,2.7,6.6,4.6,9.3,5,5.8,0.5,3.3,3.8,6.8,1.4,0.3,2.5,2,22.2
Pat Connaughton\connapa01,4.2,8.2,1.9,3.8,2.3,4.4,0.8,1,1.1,4.8,5.9,3.2,0.7,0.2,1.9,2.6,11.2
Quinn Cook\cookqu01,6.3,12.6,2.1,5,4.2,7.7,0.4,1,0.2,1.1,1.3,5,0.8,0,2.5,2.5,15.1
DeMarcus Cousins\couside01,9.4,20.9,1.9,5.3,7.5,15.6,7.6,9.8,2.2,9.4,11.6,4.8,1.5,1.4,3.9,4.1,28.4
Robert Covington\covinro01,5,12.4,2.3,7,2.6,5.4,2.4,3,1.6,5.8,7.4,1.7,2.2,1.2,2.2,3.4,14.7
Allen Crabbe\crabbal01,4.8,10.3,2.1,4.8,2.7,5.5,1.7,2,0.3,3.3,3.6,1.5,0.9,0.3,1,2.7,13.5
Jamal Crawford\crawfja01,6,14.5,1.9,5.4,4.1,9.1,2.9,3.4,0.3,1.9,2.2,3.6,1,0.2,2.2,1.9,16.8
Jordan Crawford\crawfjo02,8.6,17.8,3,7.7,5.5,10,1.6,2.1,0.3,2.4,2.8,4.6,0.9,0.2,2,2.4,21.7
Jae Crowder\crowdja01,5.1,11.1,2.4,6.1,2.7,5,2.7,3.3,0.7,5.7,6.4,2.4,1.1,0.4,1.2,2.5,15.4
Dante Cunningham\cunnida01,3.8,7.8,1.6,4,2.2,3.9,0.3,0.6,1.2,4.8,6,0.8,0.9,0.6,0.6,2.2,9.5
Seth Curry\curryse01,6,12.5,2.4,5.7,3.6,6.8,1.5,1.8,0.4,2.7,3.2,3.4,1.4,0.1,1.6,2.2,15.9
Stephen Curry\curryst01,9.2,19.7,4.4,10.8,4.8,8.9,4.4,4.9,0.8,4,4.8,7.2,1.9,0.2,3.3,2.5,27.3
Troy Daniels\danietr01,5.6,15.1,4.2,10.8,1.4,4.3,1.3,1.6,0.7,2.4,3,1.4,0.6,0.1,1.4,2.7,16.8
Anthony Davis\davisan02,10.2,20.3,0.5,1.8,9.7,18.5,6.9,8.6,2.3,9.5,11.8,2.1,1.2,2.2,2.4,2.2,27.9
Deyonta Davis\davisde01,3.6,7.1,0,0,3.6,7.1,1.5,2.7,3,6.1,9.1,0.3,0.5,2.6,1.2,6.1,8.8
Ed Davis\davised01,3.4,6.5,0,0,3.4,6.5,2.3,3.7,4.4,6.8,11.1,1.2,0.7,1,1.7,6.3,9.1
Dewayne Dedmon\dedmode01,4.4,7,0,0,4.4,7,1.8,2.5,3.5,9.9,13.4,1.2,1,1.7,1.7,4.9,10.5
Sam Dekker\dekkesa01,5.2,10.9,1.5,4.7,3.6,6.1,1,1.7,2.4,4.8,7.2,1.9,1,0.5,1,2.1,12.8
Malcolm Delaney\delanma01,4.2,11.2,0.7,3.2,3.4,8,2.2,2.7,0.3,3.3,3.5,5.6,1.1,0,2.7,3.2,11.3
Matthew Dellavedova\dellama01,3.8,9.7,1.4,3.9,2.3,5.8,1.5,1.7,0.4,2.2,2.7,6.5,1,0,2.4,2.8,10.5
Luol Deng\denglu01,4,10.3,1.2,4,2.7,6.3,1.1,1.5,1.5,5.6,7.1,1.8,1.2,0.5,1,1.5,10.3
DeMar DeRozan\derozde01,9.9,21.2,0.5,1.7,9.5,19.5,7.5,8.9,1,4.3,5.3,4,1.1,0.2,2.5,1.8,27.8
Cheick Diallo\diallch01,6.5,13.7,0,0,6.5,13.7,2.7,3.8,4.2,9,13.2,0.7,0.7,1.3,1.3,3.1,15.7
Boris Diaw\diawbo01,4.1,9.2,0.6,2.3,3.5,6.9,0.7,1,1.3,3.1,4.4,4.8,0.5,0.3,2.4,2.3,9.5
Gorgui Dieng\dienggo01,4.5,9,0.2,0.6,4.3,8.4,1.8,2.3,2.6,6.2,8.8,2.1,1.2,1.3,1.5,3.4,11.1
Spencer Dinwiddie\dinwisp01,3.6,8.1,1,2.7,2.6,5.4,3.4,4.3,0.7,3.7,4.4,5,1.2,0.6,1.8,3.2,11.7
Toney Douglas\douglto01,3.9,10.7,0.6,3.8,3.3,6.9,2.2,2.6,1.2,4.4,5.6,5.1,1.6,0.5,1.9,4.6,10.7
Goran Dragic\dragigo01,7.8,16.5,1.7,4.2,6.1,12.2,4.4,5.5,0.9,3.2,4.1,6.2,1.3,0.2,3.1,2.9,21.7
Andre Drummond\drumman01,7.2,13.6,0,0.1,7.2,13.5,2,5.3,5.2,11.5,16.7,1.3,1.9,1.3,2.3,3.5,16.5
Jared Dudley\dudleja01,4.1,9.1,2,5.4,2.1,3.8,1.1,1.7,0.8,5.1,5.9,3.2,1.1,0.4,1.9,4.1,11.5
Mike Dunleavy\dunlemi02,4,9.4,2.3,5.7,1.7,3.7,1.5,1.9,0.8,4.2,4.9,2.1,0.6,0.3,1.2,2.9,11.8
Kris Dunn\dunnkr01,3.2,8.5,0.6,2,2.6,6.5,1,1.6,0.6,3.8,4.5,5.1,2.1,1,2.4,4.8,7.9
Kevin Durant\duranke01,9.6,17.8,2,5.4,7.5,12.4,5.8,6.7,0.7,8.2,8.9,5.2,1.1,1.7,2.4,2,27
Jarell Eddie\eddieja01,3.5,11,2.3,9.3,1.2,1.7,4.6,5.2,0.6,3.5,4.1,0,0.6,0,0.6,0.6,13.9
Henry Ellenson\ellenhe01,5.7,15.8,2.5,8.6,3.2,7.2,1,2,2,8.1,10.1,1.7,0.2,0.2,3.5,1.5,14.8
Wayne Ellington\ellinwa01,5.5,13.3,3.6,9.5,2,3.9,0.9,1,0.4,2.7,3.2,1.7,0.8,0.1,0.7,1.7,15.6
Monta Ellis\ellismo01,4.5,10,0.8,2.4,3.7,7.6,1.7,2.3,0.3,3.3,3.7,4.3,1.4,0.5,2.4,2.7,11.4
Joel Embiid\embiijo01,9.2,19.6,1.6,4.5,7.5,15.2,8.7,11.2,2.8,8.3,11.1,3,1.2,3.5,5.4,5.1,28.7
James Ennis\ennisja01,3.5,7.7,1.2,3.3,2.3,4.4,2.1,2.6,1.7,4.6,6.2,1.5,1.1,0.5,1.4,4,10.3
Tyler Ennis\ennisty01,5.5,12.7,1.7,4.3,3.9,8.4,1.3,1.5,0.6,2.2,2.8,5.3,1.5,0.1,2.8,3.6,14
Tyreke Evans\evansty01,6.9,16.9,1.9,5.4,4.9,11.5,3.2,4.2,0.6,5.7,6.3,5.7,1.6,0.4,2.8,2.7,18.8
Dante Exum\exumda01,4.5,10.6,1.3,4.4,3.3,6.3,1.7,2.1,0.9,3,3.9,3.3,0.6,0.4,2.3,4.3,12.1
Kenneth Faried\farieke01,6.3,11.6,0,0.2,6.3,11.4,3.6,5.2,5.1,7.7,12.8,1.5,1.2,1.1,1.6,3.4,16.3
Jordan Farmar\farmajo01,4.1,12.3,4.1,9.3,0,3.1,0,0,1,2.1,3.1,9.3,2.1,0,3.1,1,12.3
Derrick Favors\favorde01,6.2,12.7,0.1,0.3,6.1,12.4,2,3.3,2.8,6.5,9.3,1.7,1.4,1.2,1.8,3.1,14.4
Kay Felder\feldeka01,5.8,14.7,0.7,2.1,5.1,12.7,3.3,4.6,0.3,3.5,3.8,5.4,1.7,0.7,2.8,3.5,15.5
Cristiano Felicio\feliccr01,4.4,7.7,0,0,4.4,7.7,2.1,3.2,4.3,6.5,10.8,1.4,0.9,0.6,1.1,3.8,10.9
Raymond Felton\feltora01,4.7,10.9,1,3,3.7,7.8,1.1,1.4,0.7,3.9,4.6,4,1.4,0.5,1.8,2.6,11.4
Yogi Ferrell\ferreyo01,4.8,11.8,2,5.3,2.8,6.6,2.2,2.7,0.6,2.7,3.3,5.2,1.3,0.3,2.1,2.7,13.9
Dorian Finney-Smith\finnedo01,2.7,7.3,1.2,4.2,1.5,3.1,1,1.3,1.2,3.7,4.9,1.5,1.1,0.5,1,2.7,7.7
Bryn Forbes\forbebr01,4.5,12.5,2.1,6.7,2.4,5.8,0.6,0.8,0.3,2.7,2.9,2.9,0.1,0,1.4,2.5,11.9
Evan Fournier\fournev01,6.6,15,2.1,5.8,4.5,9.2,3.6,4.5,0.7,2.7,3.4,3.3,1.1,0.1,2.3,2.9,18.8
Randy Foye\foyera01,3.3,9.1,1.9,5.7,1.4,3.4,1.5,1.8,0.3,4.1,4.3,3.8,1,0.3,2.2,2.8,10
Tim Frazier\fraziti01,3.8,9.5,0.9,3,2.9,6.5,2.3,3,0.8,3.3,4.1,7.9,1.3,0.1,2.4,3.1,11
Channing Frye\fryech01,6.1,13.4,3.5,8.6,2.6,4.8,1.6,1.9,1,6.5,7.5,1.2,0.8,1,1.4,3.6,17.4
Danilo Gallinari\gallida01,5.7,12.7,2.1,5.5,3.5,7.2,5.9,6.5,0.7,4.8,5.5,2.3,0.7,0.3,1.4,1.6,19.3
Langston Galloway\gallola01,5,13.1,2.9,7.4,2.1,5.7,1.2,1.5,0.7,3.1,3.8,2.2,1.1,0.1,1.1,2.3,14.1
Patricio Garino\garinpa01,0,5.9,0,4.2,0,1.7,0,0,0.8,5,5.9,0,0,0,2.5,3.3,0
Marc Gasol\gasolma01,7.6,16.5,1.5,3.8,6.1,12.7,4,4.7,0.9,5.7,6.6,4.8,1,1.4,2.4,2.4,20.6
Pau Gasol\gasolpa01,6.7,13.4,1.2,2.3,5.5,11.1,2.9,4.1,2.4,8.7,11.1,3.3,0.5,1.5,1.8,2.4,17.5
Rudy Gay\gayru01,7.1,15.7,1.5,4,5.7,11.7,4.2,4.9,1.2,5.5,6.8,2.9,1.6,0.9,2.6,2.8,20
Michael Gbinije\gbinimi01,1.1,11.3,0,4.5,1.1,6.8,2.3,2.3,2.3,1.1,3.4,2.3,0,0,0,2.3,4.5
Alonzo Gee\geeal01,1.2,5.7,0,1.2,1.2,4.4,2,3.6,1.6,4.4,6.1,2.4,2,0.4,1.6,5.7,4.4
Paul George\georgpa01,8.3,18,2.6,6.6,5.7,11.4,4.5,5,0.8,5.8,6.6,3.4,1.6,0.4,2.9,2.8,23.8
Marcus Georges-Hunt\georgma01,1.5,5.2,0.7,1.5,0.7,3.7,6.8,7.5,0.7,6,6.8,2.3,0.7,0,1.5,3.7,10.5
Jonathan Gibson\gibsojo01,5.5,14.8,2.3,7,3.1,7.8,3.3,4.5,0.2,3.3,3.4,4.1,1.2,0,3.3,3.3,16.5
Taj Gibson\gibsota01,6.6,12.8,0.1,0.2,6.6,12.6,2,2.9,2.9,5.9,8.8,1.3,0.7,1.2,1.9,3,15.3
Manu Ginobili\ginobma01,4.8,12.2,2.5,6.3,2.3,5.9,2.4,3,0.8,3.6,4.4,5.1,2.3,0.4,2.7,3.3,14.4
Rudy Gobert\goberru01,5.4,8.2,0,0,5.4,8.2,4.1,6.2,4.1,9.5,13.6,1.3,0.6,2.8,1.9,3.2,14.9
Archie Goodwin\goodwar01,6.1,11.1,0.8,2.5,5.2,8.6,5.6,7.1,1.2,3.5,4.7,4,0.7,0.8,2.4,1.3,18.5
Aaron Gordon\gordoaa01,6.2,13.6,1.2,4.2,5,9.4,2.4,3.4,1.8,4.5,6.3,2.3,1,0.6,1.4,2.7,16
Eric Gordon\gordoer01,6.4,15.7,3.8,10.2,2.6,5.5,2.3,2.7,0.4,2.7,3.1,2.9,0.7,0.6,1.9,2.3,18.9
Marcin Gortat\gortama01,5.5,9.5,0,0,5.5,9.5,1.5,2.2,3.4,8.6,12,1.7,0.6,0.9,1.7,3,12.4
Treveon Graham\grahatr01,3.6,7.6,1.7,2.9,1.9,4.8,1.9,2.9,1,3.2,4.2,1.1,1.1,0.2,0.6,3.4,10.9
Jerami Grant\grantje01,3.6,7.7,1,2.7,2.6,5,2.1,3.5,0.9,3.9,4.8,1.1,0.8,1.9,1,3.5,10.3
Jerian Grant\grantje02,4.5,10.5,1.7,4.7,2.8,5.8,2.3,2.6,0.6,3.3,3.9,4.2,1.6,0.3,1.5,3.3,13
Danny Green\greenda02,3.5,8.9,2.4,6.2,1.2,2.7,0.5,0.6,0.6,3.8,4.5,2.5,1.4,1.1,1.5,2.4,9.9
Draymond Green\greendr01,4,9.5,1.2,3.8,2.8,5.6,2.2,3.1,1.4,7.3,8.7,7.8,2.2,1.5,2.7,3.2,11.3
Gerald Green\greenge01,6.4,15.5,2.6,7.4,3.7,8.1,2.2,2.7,1.1,4.6,5.6,2.2,0.6,0.5,1.7,3.2,17.5
JaMychal Green\greenja01,4.3,8.6,0.9,2.5,3.3,6.1,2.3,2.9,2.9,6.5,9.3,1.4,0.8,0.6,1.6,4.2,11.8
